Description,Rule set,Rule,,,,,,Rule set,Rule
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'out' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid instantiating new objects inside loops,Optimization,AvoidInstantiatingObjectsInLoops,,,,,,,
Local variable 'teacherOtherInfo' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'books' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'books' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'books' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Avoid variables with short names like i,Naming,ShortVariable,,,,,,,
Local variable 'i' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSmt' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'out' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid instantiating new objects inside loops,Optimization,AvoidInstantiatingObjectsInLoops,,,,,,,
Local variable 'teacherOtherInfo' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'techReport' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'techReport' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'techReport' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Avoid variables with short names like i,Naming,ShortVariable,,,,,,,
Local variable 'i' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSmt' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'out' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid instantiating new objects inside loops,Optimization,AvoidInstantiatingObjectsInLoops,,,,,,,
Local variable 'teacherOtherInfo' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teacherPaper' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teacherPaper' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teacherPaper' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Avoid variables with short names like i,Naming,ShortVariable,,,,,,,
Local variable 'i' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSmt' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'out' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid instantiating new objects inside loops,Optimization,AvoidInstantiatingObjectsInLoops,,,,,,,
Local variable 'teacherOtherInfo' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'magazinePaper' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'magazinePaper' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'magazinePaper' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Avoid variables with short names like i,Naming,ShortVariable,,,,,,,
Local variable 'i' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSmt' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'out' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid instantiating new objects inside loops,Optimization,AvoidInstantiatingObjectsInLoops,,,,,,,
Local variable 'teacherOtherInfo' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'waitingPaper' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'waitingPaper' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'waitingPaper' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Avoid variables with short names like i,Naming,ShortVariable,,,,,,,
Local variable 'i' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSmt' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'out' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid instantiating new objects inside loops,Optimization,AvoidInstantiatingObjectsInLoops,,,,,,,
Local variable 'teacherOtherInfo' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'scholarPaper' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'scholarPaper' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'scholarPaper' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Avoid variables with short names like i,Naming,ShortVariable,,,,,,,
Local variable 'i' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSmt' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'out' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid instantiating new objects inside loops,Optimization,AvoidInstantiatingObjectsInLoops,,,,,,,
Local variable 'teacherOtherInfo' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'practiceReach' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'practiceReach' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'practiceReach' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaInfo' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Avoid variables with short names like i,Naming,ShortVariable,,,,,,,
Local variable 'i' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'newSmt' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid empty catch blocks,Empty Code,EmptyCatchBlock,,,,,,,
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'out' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'sql' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
